haversine_mean [m],euclidean_mean,hour_abs,hour_rel,day_abs,day_rel,category_abs,category_rel,run,dataset,epochs,num_batches,num_trajectories,num_points,runtime
780.3986226258645,1.42049154039317,993,0.044647273054269146,9,0.0004046580639359741,6,0.00026977204262398273,1,fs,250,2000,1027,22241,159.80544761900092
1057.455872954847,2.021386247090334,1571,0.07141882984043278,1,4.546074464699732e-05,11,0.0005000681911169704,2,fs,250,2000,1027,21997,149.14260181499412
667.0984661846715,1.1849627182975069,2225,0.10012149574764884,2,8.999685011024614e-05,5,0.00022499212527561535,3,fs,250,2000,1027,22223,161.2664977289969
1116.3026450943642,1.8401176848386527,1840,0.08277475370012147,0,0.0,7,0.00031490395429394037,4,fs,250,2000,1027,22229,164.5761808600073
567.4663373865621,1.055704697107859,2041,0.09014619495605318,1,4.4167660439026546e-05,860,0.03798418797756283,5,fs,250,2000,1027,22641,155.992417365007
