haversine_mean [m],euclidean_mean,hour_abs,hour_rel,day_abs,day_rel,run,dataset,epochs,num_batches,num_trajectories,num_points,runtime
136.85975416951814,2.5192985065082842,420,0.0001952305184346417,0,0.0,1,geolife,110,20000,23168,2151303,2814.478146481997
179.95204053459827,3.566785322341814,1,4.6427841848199526e-07,0,0.0,2,geolife,110,20000,23168,2153880,2466.521737957999
149.8295840362537,2.7239057931149775,425,0.000196517342771098,0,0.0,3,geolife,110,20000,23168,2162659,2455.166762177003
88.83966359881045,1.685891520883775,0,0.0,0,0.0,4,geolife,110,20000,23168,2158625,2428.2876505890017
107.40313947240425,2.0433444374743397,1,4.652623498074977e-07,30,1.3957870494224931e-05,5,geolife,110,20000,23168,2149325,2338.8156385649927
