haversine_mean [m],euclidean_mean,run,dataset,epochs,num_batches,num_trajectories,num_points,runtime
152.78686636388855,3.0409111211691897,1,geolife_spatial,11,2000,23168,2151303,513.4667651820055
302.60325937847335,5.335166403223404,2,geolife_spatial,11,2000,23168,2153880,227.91625934300828
242.8615701234752,4.304119480463977,3,geolife_spatial,11,2000,23168,2162659,226.95086755300872
182.42531550046422,3.466975635386642,4,geolife_spatial,11,2000,23168,2158625,224.6812684930046
269.42612210208324,4.450490788146105,5,geolife_spatial,11,2000,23168,2149325,226.62706854799762
