haversine_mean [m],euclidean_mean,run,dataset,epochs,num_batches,num_trajectories,num_points,runtime
60.48988960730758,1.0894230113289316,1,geolife_spatial,110,20000,23168,2151303,2159.250594320998
151.32612902284933,2.4923823854427547,2,geolife_spatial,110,20000,23168,2153880,1859.0135724769934
115.96052788832763,1.7457310258023953,3,geolife_spatial,110,20000,23168,2162659,1877.7298468030058
87.866297983878,1.6345067423951989,4,geolife_spatial,110,20000,23168,2158625,1861.526601423
45.75526860734265,0.8718779640887077,5,geolife_spatial,110,20000,23168,2149325,1873.5023738559976
