haversine_mean [m],euclidean_mean,hour_abs,hour_rel,day_abs,day_rel,category_abs,category_rel,run,dataset,epochs,num_batches,num_trajectories,num_points,runtime
113.95491170056287,0.2098422857855456,0,0.0,0,0.0,6,0.00026977204262398273,1,fs,5000,40000,1027,22241,3289.453605832008
203.20037644883004,0.35267039033110287,0,0.0,0,0.0,4,0.00018184297858798927,2,fs,5000,40000,1027,21997,2925.159019322993
339.68553568515665,0.6356430805021143,0,0.0,0,0.0,0,0.0,3,fs,5000,40000,1027,22223,3178.4538693939976
122.74890971119427,0.2323387690081431,0,0.0,0,0.0,1,4.498627918484862e-05,4,fs,5000,40000,1027,22229,3086.5849853800028
69.76384285438536,0.13357415073219744,0,0.0,0,0.0,2,8.833532087805309e-05,5,fs,5000,40000,1027,22641,3060.033191455994
