run,dataset,loss,epochs,num_batches,num_trajectories,runtime,haversine_mean [m],euclidean_mean,hour_abs,hour_rel,day_abs,day_rel
1,geolife,STD,11,2000,23168,674.8916708799952,864.9498285460256,13.116480213890812,48282,0.02244314259776517,233,0.00010830645427445599
1,geolife,NO BCE,11,2000,23168,255.31938778000767,494.88555831444916,8.418891456674656,107184,0.04982282830452056,229,0.00010644711600364987
1,geolife,BCE ONLY,11,2000,23168,281.59605503699277,9143.013773071347,170.03621246597666,2044281,0.9502524748954471,1858703,0.8639894054905329
2,geolife,STD,11,2000,23168,284.0888311470044,339.4852531474768,6.224501176194667,26258,0.012191022712500232,216,0.00010028413839211098
2,geolife,NO BCE,11,2000,23168,257.7780418229959,391.3044010297322,7.254555893977662,51849,0.024072371719872972,250,0.00011606960462049883
2,geolife,BCE ONLY,11,2000,23168,284.01322398400225,8456.509660273947,146.38558421056217,2012250,0.934244247590395,1863579,0.8652195108362583
3,geolife,STD,11,2000,23168,280.5432983619976,408.7829246057092,7.470375802051252,47869,0.022134326308493386,267,0.0001234591306350192
3,geolife,NO BCE,11,2000,23168,270.25600276500336,257.69230904111026,4.802986288542919,1949,0.0009012054142608705,234,0.00010820013696102806
3,geolife,BCE ONLY,11,2000,23168,275.84486260500853,9761.349667767876,168.95548375155073,2006287,0.9276945648851714,1825655,0.8441714574512209
